"시도교육청","시도교육청코드","교육지원청","교육지원청코드","지역","지역코드","소재지구분코드","정보공시 학교코드","학교명","학교급코드","설립구분","제외여부","제외사유","적령 아동-남","적령 아동-여","적령 아동-합계","적령 아동-비율","유예 및 과령 아동-남","유예 및 과령 아동-여","유예 및 과령 아동-합계","유예 및 과령 아동-비율","조기입학아동-남","조기입학아동-여","조기입학아동-합계","조기입학아동-비율","계-남","계-여","합계","당해연도 졸업자-남","당해연도 졸업자-여","당해연도 졸업자-합계","당해연도 졸업자-비율","이전연도 졸업자-남","이전연도 졸업자-여","이전연도 졸업자-합계","이전연도 졸업자-비율","검정고시 및 교육과정 이수자-남","검정고시 및 교육과정 이수자-여","검정고시 및 교육과정 이수자-합계","검정고시 및 교육과정 이수자-비율","외국학교수학자-남(2020년 이전)","외국학교수학자-여(2020년 이전)","외국학교수학자-합계(2020년 이전)","외국학교수학자-비율(2020년 이전)","기 타-남","기 타-여","기 타-합계","기 타-비율","소계-남(2020년 이전)","소계-여(2020년 이전)","소계-합계(A)(2020년 이전)","소계-비율(2020년 이전)","정원외 입학자-남(2020년 이전)","정원외 입학자-여(2020년 이전)","정원외 입학자-합계(2020년 이전)","정원외 입학자-비율(2020년 이전)","재입?편입학자-남(2020년 이전)","재입?편입학자-여(2020년 이전)","재입?편입학자-합계(2020년 이전)","재입?편입학자-비율(2020년 이전)","소계-남(2020년 이전)","소계-여(2020년 이전)","소계-합계(B)(2020년 이전)","소계-비율(2020년 이전)","합계-남","합계-여","합계(2020년 이전 : A+B)","시각장애-남","시각장애-여","시각장애-합계","시각장애-비율","청각장애-남","청각장애-여","청각장애-합계","청각장애-비율","정신지체-남","정신지체-여","정신지체-합계","정신지체-비율","지체장애-남","지체장애-여","지체장애-합계","지체장애-비율","정서?행동장애-남","정서?행동장애-여","정서?행동장애-합계","정서?행동장애-비율","자폐성장애-남","자폐성장애-여","자폐성장애-합계","자폐성장애-비율","의사소통장애-남","의사소통장애-여","의사소통장애-합계","의사소통장애-비율","학습장애-남","학습장애-여","학습장애-합계","학습장애-비율","건강장애-남","건강장애-여","건강장애-합계","건강장애-비율","발달지체-남","발달지체-여","발달지체-합계","발달지체-비율","기타-비율","합계-남","합계-여","공시연도"
"서울특별시교육청","B100000001","서울특별시동부교육지원청","B100000293","서울특별시 중랑구","1126010100","01","S010001425","서울중곡초등학교","02","공립","N","","85","","146"," 100.0","0","","0","   0.0","0","0","0","   0.0","85","61","146","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시동부교육지원청","B100000293","서울특별시 중랑구","1126010100","01","S010001426","서울중랑초등학교","02","공립","N","","51","","109"," 100.0","0","","0","   0.0","0","0","0","   0.0","51","58","109","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시동부교육지원청","B100000293","서울특별시 중랑구","1126010100","01","S010001427","서울중목초등학교","02","공립","N","","58","","93"," 100.0","0","","0","   0.0","0","0","0","   0.0","58","35","93","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시동부교육지원청","B100000293","서울특별시 중랑구","1126010600","01","S010001428","서울중화초등학교","02","공립","N","","96","","188"," 100.0","0","","0","   0.0","0","0","0","   0.0","96","92","188","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시동부교육지원청","B100000293","서울특별시 중랑구","1126010300","01","S010001429","서울중흥초등학교","02","공립","N","","19","","33"," 100.0","0","","0","   0.0","0","0","0","   0.0","19","14","33","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시동부교육지원청","B100000293","서울특별시 동대문구","1123010800","01","S010001430","서울청량초등학교","02","공립","N","","51","","107"," 100.0","0","","0","   0.0","0","0","0","   0.0","51","56","107","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시동부교육지원청","B100000293","서울특별시 동대문구","1123010700","01","S010001431","서울홍릉초등학교","02","공립","N","","35","","63"," 100.0","0","","0","   0.0","0","0","0","   0.0","35","28","63","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시동부교육지원청","B100000293","서울특별시 동대문구","1123010300","01","S010001432","서울홍파초등학교","02","공립","N","","21","","33"," 100.0","0","","0","   0.0","0","0","0","   0.0","21","12","33","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시동부교육지원청","B100000293","서울특별시 동대문구","1123010900","01","S010001433","서울휘경초등학교","02","공립","N","","28","","52"," 100.0","0","","0","   0.0","0","0","0","   0.0","28","24","52","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시동부교육지원청","B100000293","서울특별시 동대문구","1123010600","01","S010001434","은석초등학교","02","사립","N","","60","","119","  98.3","0","","0","   0.0","0","2","2","   1.7","60","61","121","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시동작관악교육지원청","B100000304","서울특별시 동작구","1159010300","01","S010001576","서울강남초등학교","02","공립","N","","84","","168"," 100.0","0","","0","   0.0","0","0","0","   0.0","84","84","168","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시동작관악교육지원청","B100000304","서울특별시 관악구","1162010100","01","S010001577","서울관악초등학교","02","공립","N","","59","","106"," 100.0","0","","0","   0.0","0","0","0","   0.0","59","47","106","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시동작관악교육지원청","B100000304","서울특별시 관악구","1162010100","01","S010001578","서울구암초등학교","02","공립","N","","110","","229"," 100.0","0","","0","   0.0","0","0","0","   0.0","110","119","229","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시동작관악교육지원청","B100000304","서울특별시 관악구","1162010200","01","S010001579","서울난곡초등학교","02","공립","N","","24","","59"," 100.0","0","","0","   0.0","0","0","0","   0.0","24","35","59","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시동작관악교육지원청","B100000304","서울특별시 관악구","1162010200","01","S010001580","서울난우초등학교","02","공립","N","","51","","103"," 100.0","0","","0","   0.0","0","0","0","   0.0","51","52","103","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시동작관악교육지원청","B100000304","서울특별시 관악구","1162010200","01","S010001581","서울난향초등학교","02","공립","N","","57","","104"," 100.0","0","","0","   0.0","0","0","0","   0.0","57","47","104","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시동작관악교육지원청","B100000304","서울특별시 관악구","1162010200","01","S010001582","서울남부초등학교","02","공립","N","","67","","115"," 100.0","0","","0","   0.0","0","0","0","   0.0","67","48","115","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시동작관악교육지원청","B100000304","서울특별시 동작구","1159010700","01","S010001583","서울남사초등학교","02","공립","N","","48","","104","  99.0","1","","1","   1.0","0","0","0","   0.0","49","56","105","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시동작관악교육지원청","B100000304","서울특별시 동작구","1159010700","01","S010001584","서울남성초등학교","02","공립","N","","43","","82"," 100.0","0","","0","   0.0","0","0","0","   0.0","43","39","82","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시동작관악교육지원청","B100000304","서울특별시 동작구","1159010100","01","S010001585","서울노량진초등학교","02","공립","N","","21","","34"," 100.0","0","","0","   0.0","0","0","0","   0.0","21","13","34","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시동작관악교육지원청","B100000304","서울특별시 관악구","1162010100","01","S010001586","서울당곡초등학교","02","공립","N","","55","","128"," 100.0","0","","0","   0.0","0","0","0","   0.0","55","73","128","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시동작관악교육지원청","B100000304","서울특별시 동작구","1159010800","01","S010001587","서울대림초등학교","02","공립","N","","96","","187"," 100.0","0","","0","   0.0","0","0","0","   0.0","96","91","187","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시동작관악교육지원청","B100000304","서울특별시 동작구","1159010700","01","S010001588","서울동작초등학교","02","공립","N","","62","","115"," 100.0","0","","0","   0.0","0","0","0","   0.0","62","53","115","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시동작관악교육지원청","B100000304","서울특별시 동작구","1159010900","01","S010001589","서울문창초등학교","02","공립","N","","49","","80"," 100.0","0","","0","   0.0","0","0","0","   0.0","49","31","80","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시동작관악교육지원청","B100000304","서울특별시 관악구","1162010200","01","S010001590","서울미성초등학교","02","공립","N","","66","","132"," 100.0","0","","0","   0.0","0","0","0","   0.0","66","66","132","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시동작관악교육지원청","B100000304","서울특별시 동작구","1159010100","01","S010001591","서울본동초등학교","02","공립","N","","11","","28"," 100.0","0","","0","   0.0","0","0","0","   0.0","11","17","28","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시동작관악교육지원청","B100000304","서울특별시 관악구","1162010100","01","S010001592","서울봉천초등학교","02","공립","N","","57","","117"," 100.0","0","","0","   0.0","0","0","0","   0.0","57","60","117","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시동작관악교육지원청","B100000304","서울특별시 관악구","1162010300","01","S010001593","서울사당초등학교","02","공립","N","","51","","112"," 100.0","0","","0","   0.0","0","0","0","   0.0","51","61","112","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시동작관악교육지원청","B100000304","서울특별시 관악구","1162010200","01","S010001594","서울삼성초등학교","02","공립","N","","24","","40"," 100.0","0","","0","   0.0","0","0","0","   0.0","24","16","40","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시동작관악교육지원청","B100000304","서울특별시 동작구","1159010200","01","S010001595","서울상도초등학교","02","공립","N","","72","","138"," 100.0","0","","0","   0.0","0","0","0","   0.0","72","66","138","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시동작관악교육지원청","B100000304","서울특별시 동작구","1159010800","01","S010001596","서울신길초등학교","02","공립","N","","58","","134"," 100.0","0","","0","   0.0","0","0","0","   0.0","58","76","134","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시동작관악교육지원청","B100000304","서울특별시 동작구","1159010700","01","S010001597","서울신남성초등학교","02","공립","N","","50","","95"," 100.0","0","","0","   0.0","0","0","0","   0.0","50","45","95","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시동작관악교육지원청","B100000304","서울특별시 관악구","1162010200","01","S010001598","서울신림초등학교","02","공립","N","","46","","86"," 100.0","0","","0","   0.0","0","0","0","   0.0","46","40","86","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시동작관악교육지원청","B100000304","서울특별시 관악구","1162010100","01","S010001599","서울신봉초등학교","02","공립","N","","20","","38"," 100.0","0","","0","   0.0","0","0","0","   0.0","20","18","38","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시동작관악교육지원청","B100000304","서울특별시 동작구","1159010200","01","S010001600","서울신상도초등학교","02","공립","N","","140","","265","  99.3","1","","2","   0.7","0","0","0","   0.0","141","126","267","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시동작관악교육지원청","B100000304","서울특별시 관악구","1162010200","01","S010001601","서울신성초등학교","02","공립","N","","54","","98"," 100.0","0","","0","   0.0","0","0","0","   0.0","54","44","98","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시동작관악교육지원청","B100000304","서울특별시 관악구","1162010200","01","S010001602","서울신우초등학교","02","공립","N","","17","","47"," 100.0","0","","0","   0.0","0","0","0","   0.0","17","30","47","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시동작관악교육지원청","B100000304","서울특별시 동작구","1159010400","01","S010001603","서울영본초등학교","02","공립","N","","68","","131"," 100.0","0","","0","   0.0","0","0","0","   0.0","68","63","131","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시동작관악교육지원청","B100000304","서울특별시 동작구","1159010800","01","S010001604","서울영화초등학교","02","공립","N","","29","","60"," 100.0","0","","0","   0.0","0","0","0","   0.0","29","31","60","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시동작관악교육지원청","B100000304","서울특별시 관악구","1162010100","01","S010001605","서울원당초등학교","02","공립","N","","11","","21"," 100.0","0","","0","   0.0","0","0","0","   0.0","11","10","21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시동작관악교육지원청","B100000304","서울특별시 관악구","1162010200","01","S010001606","서울원신초등학교","02","공립","N","","19","","35"," 100.0","0","","0","   0.0","0","0","0","   0.0","19","16","35","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시동작관악교육지원청","B100000304","서울특별시 동작구","1159010500","01","S010001607","서울은로초등학교","02","공립","N","","82","","158","  98.8","0","","0","   0.0","1","1","2","   1.3","83","77","160","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시동작관악교육지원청","B100000304","서울특별시 관악구","1162010100","01","S010001608","서울은천초등학교","02","공립","N","","91","","157"," 100.0","0","","0","   0.0","0","0","0","   0.0","91","66","157","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시동작관악교육지원청","B100000304","서울특별시 관악구","1162010100","01","S010001609","서울인헌초등학교","02","공립","N","","74","","127"," 100.0","0","","0","   0.0","0","0","0","   0.0","74","53","127","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시동작관악교육지원청","B100000304","서울특별시 관악구","1162010100","01","S010001610","서울청룡초등학교","02","공립","N","","27","","51"," 100.0","0","","0","   0.0","0","0","0","   0.0","27","24","51","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시동작관악교육지원청","B100000304","서울특별시 동작구","1159010700","01","S010001611","서울행림초등학교","02","공립","N","","21","","41"," 100.0","0","","0","   0.0","0","0","0","   0.0","21","20","41","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시동작관악교육지원청","B100000304","서울특별시 동작구","1159010500","01","S010001612","서울흑석초등학교","02","공립","N","","44","","92"," 100.0","0","","0","   0.0","0","0","0","   0.0","44","48","92","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시동작관악교육지원청","B100000304","서울특별시 동작구","1159010500","01","S010001613","중앙대학교사범대학부속초등학교","02","사립","N","","61","","120","  99.2","0","","0","   0.0","0","1","1","   0.8","61","60","121","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시북부교육지원청","B100000315","서울특별시 도봉구","1132010500","01","S010001733","동북초등학교","02","사립","N","","64","","128"," 100.0","0","","0","   0.0","0","0","0","   0.0","64","64","128","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시북부교육지원청","B100000315","서울특별시 노원구","1135010600","01","S010001734","상명초등학교","02","사립","N","","61","","122"," 100.0","0","","0","   0.0","0","0","0","   0.0","61","61","122","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시북부교육지원청","B100000315","서울특별시 노원구","1135010500","01","S010001735","서울계상초등학교","02","공립","N","","25","","62"," 100.0","0","","0","   0.0","0","0","0","   0.0","25","37","62","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시북부교육지원청","B100000315","서울특별시 노원구","1135010300","01","S010001736","서울공릉초등학교","02","공립","N","","22","","45"," 100.0","0","","0","   0.0","0","0","0","   0.0","22","23","45","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시북부교육지원청","B100000315","서울특별시 노원구","1135010300","01","S010001737","서울공연초등학교","02","공립","N","","35","","82"," 100.0","0","","0","   0.0","0","0","0","   0.0","35","47","82","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시북부교육지원청","B100000315","서울특별시 노원구","1135010500","01","S010001738","서울노원초등학교","02","공립","N","","28","","49"," 100.0","0","","0","   0.0","0","0","0","   0.0","28","21","49","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시북부교육지원청","B100000315","서울특별시 노원구","1135010500","01","S010001739","서울노일초등학교","02","공립","N","","36","","77"," 100.0","0","","0","   0.0","0","0","0","   0.0","36","41","77","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시북부교육지원청","B100000315","서울특별시 노원구","1135010200","01","S010001740","서울녹천초등학교","02","공립","N","","23","","50"," 100.0","0","","0","   0.0","0","0","0","   0.0","23","27","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시북부교육지원청","B100000315","서울특별시 도봉구","1132010800","01","S010001741","서울누원초등학교","02","공립","N","","67","","142"," 100.0","0","","0","   0.0","0","0","0","   0.0","67","75","142","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시북부교육지원청","B100000315","서울특별시 노원구","1135010500","01","S010001742","서울당현초등학교","02","공립","N","","47","","90"," 100.0","0","","0","   0.0","0","0","0","   0.0","47","43","90","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시북부교육지원청","B100000315","서울특별시 도봉구","1132010800","01","S010001743","서울도봉초등학교","02","공립","N","","32","","62"," 100.0","0","","0","   0.0","0","0","0","   0.0","32","30","62","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시북부교육지원청","B100000315","서울특별시 노원구","1135010600","01","S010001747","서울불암초등학교","02","공립","N","","52","","106"," 100.0","0","","0","   0.0","0","0","0","   0.0","52","54","106","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시북부교육지원청","B100000315","서울특별시 노원구","1135010500","01","S010001748","서울상경초등학교","02","공립","N","","69","","117","  98.3","1","","2","   1.7","0","0","0","   0.0","70","49","119","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시북부교육지원청","B100000315","서울특별시 노원구","1135010500","01","S010001749","서울상계초등학교","02","공립","N","","19","","42"," 100.0","0","","0","   0.0","0","0","0","   0.0","19","23","42","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시북부교육지원청","B100000315","서울특별시 노원구","1135010500","01","S010001750","서울상곡초등학교","02","공립","N","","44","","90"," 100.0","0","","0","   0.0","0","0","0","   0.0","44","46","90","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시북부교육지원청","B100000315","서울특별시 노원구","1135010500","01","S010001751","서울상수초등학교","02","공립","N","","40","","85"," 100.0","0","","0","   0.0","0","0","0","   0.0","40","45","85","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시북부교육지원청","B100000315","서울특별시 노원구","1135010500","01","S010001752","서울상원초등학교","02","공립","N","","26","","63"," 100.0","0","","0","   0.0","0","0","0","   0.0","26","37","63","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
